"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Event #","FITC-A","PE-A","(Event #%6) - 0.5 + (Event #/(69419 + 1))","Time"
12741.1,72319.6,11546,7325.28,70733.7,6787,32725,65216.2,18,-0.0286085,6.05547
20842.2,73341.8,18624,12984.5,72495.4,11738,32731,169469,12.75,-0.028522,6.05664
8671.36,63403.6,8963,3935.52,63542.3,4059,32737,8906.4,24,-0.0284356,6.05782
8263.68,69095.2,7838,5685.84,70016.4,5322,32743,534.24,29.25,-0.0283492,6.05782
16830.7,71259,15479,9964.08,70648.7,9243,32749,115646,43.5,-0.0282627,6.05899
18755.2,71532.4,17183,11153.5,73198.2,9986,32755,33404.4,12.75,-0.0281763,6.06017
10342.4,63434.7,10685,3642.48,64067,3726,32761,76775,-7.5,-0.0280899,6.06134
18859.5,73662.2,16779,11489,72356.9,10406,32767,37724.4,61.5,-0.0280035,6.06252
13769,65564.4,13763,7561.44,64802.7,7647,32773,102270,1.5,-0.027917,6.06252
15825.3,74969.3,13834,11350.8,71651.5,10382,32779,95467,6,-0.0278306,6.06252
17573.1,70876.5,16249,12006.7,70075,11229,32785,77928.5,32.25,-0.0277442,6.0637
18743.7,72879.6,16855,12031.2,70406,11199,32791,262143,11.25,-0.0276577,6.06487
19579.5,76997.5,16665,13050,73772.5,11593,32797,64970.6,58.5,-0.0275713,6.06487
13491.8,63561.3,13911,4866.48,64106.5,4975,32803,37478.9,-21,-0.0274849,6.06605
20053.8,76007.4,17291,10253.5,74813.5,8982,32815,41287,20.25,-0.027312,6.06722
25639.7,125350,13405,15560.6,131314,7766,32821,184825,45.75,-0.0272256,6.0684
12761,72963,11462,8027.28,70728.1,7438,32827,103360,7.5,-0.0271392,6.06957
18145.9,73932.9,16085,10479.6,71615.3,9590,32833,71182.8,28.5,-0.0270527,6.07075
17259.5,73192.7,15454,8686.08,70530.4,8071,32839,69882.5,1.5,-0.0269663,6.07075
13428.5,65314.6,13474,4928.4,64263.4,5026,32845,116986,7.5,-0.0268799,6.0731
11052.8,64125,11296,3467.52,64194.2,3540,32851,54167,12,-0.0267934,6.0731
14100.5,71529.5,12919,6772.32,70415.8,6303,32857,124145,-3.75,-0.026707,6.07428
16843.5,70642.3,15626,12955,69831.9,12158,32863,52830.7,16.5,-0.0266206,6.07545
15386.2,75345.8,13383,10529.3,69484.1,9931,32869,195916,18,-0.0265341,6.07545
20953.6,77745.3,17663,13108.3,71768.3,11970,32875,262143,19.5,-0.0264477,6.07663
20085.8,67449.3,19516,7511.04,65667.5,7496,32881,35635.7,48.75,-0.0263613,6.0778
19878.4,77145.2,16887,12713.8,73069.3,11403,32887,58594.3,73.5,-0.0262748,6.0778
14277.8,65830,14214,4701.6,65363.6,4714,32893,27196.6,30,-0.0261884,6.07898
18342.4,74336,16171,12798.7,70049.9,11974,32899,115921,17.25,-0.026102,6.08015
10622.1,65382.6,10647,4142.88,67088.7,4047,32905,85189.7,13.5,-0.0260156,6.08015
11228.2,65079,11307,6543.36,66681,6431,32911,313.2,-6,-0.0259291,6.08133
21952.6,78539.6,18318,12549.6,76735.5,10718,32917,262143,31.5,-0.0258427,6.08133
19848.3,74705.9,17412,8914.32,74063,7888,32923,114609,24,-0.0257563,6.08251
12448.6,69039,11817,7546.32,70159.7,7049,32929,104139,-7.5,-0.0256698,6.08486
19989.8,80972.2,16179,12169.4,73989.8,10779,32935,110285,4.5,-0.0255834,6.08603
13168.6,64898.5,13298,4349.52,65892.3,4326,32941,78809.8,4.5,-0.025497,6.08603
12439.7,75262.8,10832,10157.8,72139,9228,32947,64859,33.75,-0.0254105,6.08721
8286.08,64470.7,8423,4978.8,67207.1,4855,32953,41752.1,35.25,-0.0253241,6.08721
10483.2,72402.5,9489,6806.16,70388,6337,32959,175152,32.25,-0.0252377,6.08838
21630.1,73410.1,19310,15549.1,72256.1,14103,32977,1118.88,49.5,-0.0249784,6.09073
10115.8,63507.2,10439,4119.12,64907.6,4159,32983,3566.16,17.25,-0.024892,6.09191
18649,73123,16714,10764.7,73779.2,9562,32989,2265.84,50.25,-0.0248055,6.09191
15152.6,64811.6,15322,5719.68,66473.7,5639,32995,79765.9,27.75,-0.0247191,6.09308
18343.7,71307.4,16859,8154.72,72083.6,7414,33001,80699,34.5,-0.0246327,6.09426
11575,71958.1,10542,7006.32,69792.7,6579,33025,94884.5,-2.25,-0.0242869,6.09661
14764.8,78147.8,12382,10136.9,73204.5,9075,33031,171217,39,-0.0242005,6.09779
7779.2,63174.4,8070,2808.72,64406,2858,33037,22805.3,15.75,-0.0241141,6.09896
19200.6,67304.9,18696,9131.76,66025.9,9064,33043,570.24,27.75,-0.0240277,6.10014
13619.2,66827.5,13356,5668.56,68795.3,5400,33049,92274.5,-5.25,-0.0239412,6.10014
30477.4,84014.9,23774,22950,81657.6,18419,33055,100531,51.75,-0.0238548,6.10131
14919,64939.8,15056,6408.72,66519.1,6314,33061,68932.1,8.25,-0.0237684,6.10249
11888.6,67733.1,11503,5865.84,70111.9,5483,33067,678.96,7.5,-0.0236819,6.10249
13690.2,65146.9,13772,4955.04,65155.2,4984,33085,78656.4,-3.75,-0.0234226,6.10484
23221.1,78887.5,19291,12139.9,73735.1,10790,33091,84847.7,44.25,-0.0233362,6.10602
12999,75718.2,11251,8107.92,73687.5,7211,33097,42193.4,21.75,-0.0232498,6.10719
17738.9,74146,15679,9071.28,73997.4,8034,33109,152045,-9,-0.0230769,6.10837
14101.8,73312.2,12606,7320.24,72043.7,6659,33115,143924,20.25,-0.0229905,6.10954
14975.4,70570.6,13907,10864.8,69109.5,10303,33121,144989,6,-0.0229041,6.10954
20984.3,77078.2,17842,15462,74563.5,13590,33127,108354,18,-0.0228176,6.11072
11852.8,64340.7,12073,7435.44,66560.5,7321,33133,89444.2,-6.75,-0.0227312,6.1119
13706.9,71344.1,12591,6502.32,71764.2,5938,33139,1775.52,41.25,-0.0226448,6.1119
15852.2,71701.8,14489,8989.2,73667.2,7997,33145,28651.7,26.25,-0.0225583,6.11307
17767.7,72266,16113,10841.8,70699.1,10050,33163,42343.2,6,-0.022299,6.1166
13215.4,72336.2,11973,7464.24,70072.5,6981,33175,65784.2,30.75,-0.0221262,6.11895
13959,69541.6,13155,10225.4,68724.7,9751,33181,139120,27,-0.0220398,6.11895
21959.7,74474.7,19324,14783,72386.5,13384,33187,84112.6,27.75,-0.0219533,6.12012
15914.2,75276.5,13855,7954.56,71275.6,7314,33199,139302,30,-0.0217805,6.12247
11385,72828.2,10245,7436.16,70282.1,6934,33205,123533,12,-0.021694,6.12365
18276.5,78040.6,15348,12201.1,72619.4,11011,33211,148850,35.25,-0.0216076,6.12365
12169.6,64667.7,12333,3883.68,64452,3949,33229,309.6,9,-0.0213483,6.12718
14841.6,75663.9,12855,9449.28,70984.4,8724,33235,109188,-12,-0.0212619,6.12835
18793,74724.9,16482,10666.1,72256.8,9674,33241,11620.1,33.75,-0.0211755,6.12835
17655.7,67127.9,17237,9778.32,65976.7,9713,33247,1307.52,-6,-0.021089,6.12953
13082.2,72929.4,11756,6700.32,71377.1,6152,33253,95279.8,5.25,-0.0210026,6.1307
13367.7,64157,13655,3874.32,64199.1,3955,33259,105160,-10.5,-0.0209162,6.1307
17557.1,75052.1,15331,11623,72690.4,10479,33277,177692,-9,-0.0206569,6.13423
14022.4,70766.4,12986,9934.56,69101.2,9422,33283,3602.16,-2.25,-0.0205704,6.13541
21439.4,78119.1,17986,11988,73880.5,10634,33289,74910.2,17.25,-0.020484,6.13541
16821.8,66085.1,16682,5391.36,64842.8,5449,33301,82496.2,20.25,-0.0203111,6.13776
14889,71364.2,13673,8564.4,70645.2,7945,33313,92248.6,30,-0.0201383,6.14011
12823.7,65381.4,12854,4596.48,64893.3,4642,33331,702.72,30,-0.019879,6.14246
22624.6,75105.3,19742,11851.2,73639.9,10547,33349,252644,24,-0.0196197,6.14599
13611.5,64407.6,13850,4844.16,64173.6,4947,33355,87221.5,15.75,-0.0195333,6.14716
21556.5,69186.8,20419,10661.8,70301.8,9939,33367,99856.8,39,-0.0193604,6.14834
17004.2,74020.9,15055,11107.4,72779.2,10002,33373,123846,-9,-0.019274,6.14951
18692.5,77152.7,15878,9653.04,75222.6,8410,33385,170855,19.5,-0.0191011,6.15186
13270.4,73840.1,11778,8766.72,70564.5,8142,33391,87888.2,-4.5,-0.0190147,6.15186
21097.6,70720.3,19551,12889.4,70381.8,12002,33397,1131.84,18,-0.0189283,6.15304
9037.44,64336,9206,4011.12,64461.2,4078,33403,26550,17.25,-0.0188418,6.15304
21657.6,79761.3,17795,16495.9,75184.4,14379,33409,88400.2,18,-0.0187554,6.15422
13664.6,70647.4,12676,8071.2,69453,7616,33415,37861.2,-12,-0.018669,6.15422
13447.7,71453.5,12334,8006.4,71976.3,7290,33421,115272,30.75,-0.0185825,6.15539
9747.84,64223.8,9947,3926.16,64229.9,4006,33427,75386.9,26.25,-0.0184961,6.15657
16128.6,69076.4,15302,8091.36,69100.3,7674,33433,33861.6,24.75,-0.0184097,6.15892
14714.2,75966,12694,9140.4,71465.7,8382,33439,126842,15.75,-0.0183233,6.15892
14625.9,77462.8,12374,7988.4,71853.9,7286,33457,125169,10.5,-0.018064,6.16127
11866.9,69925.2,11122,6734.88,70620.3,6250,33463,20008.1,36,-0.0179775,6.16245
19313.3,68383.8,18509,9577.44,66766,9401,33469,27688.3,-5.25,-0.0178911,6.1648
21658.2,72039.5,19703,11345,75048.8,9907,33475,72046.1,-18.75,-0.0178047,6.1648
10421.8,63819.9,10702,3532.32,65044.7,3559,33481,42892.6,-13.5,-0.0177182,6.16597
14176.6,71254,13039,6822.72,71817.2,6226,33487,102593,3.75,-0.0176318,6.16597
12176.6,64407.4,12390,3353.04,65206.2,3370,33493,20409.1,28.5,-0.0175454,6.16715
14942.7,65591.8,14930,5725.44,65438.2,5734,33499,210.24,7.5,-0.0174589,6.16832
14053.1,77845.1,11831,8985.6,74968.9,7855,33505,141831,9.75,-0.0173725,6.1695
18644.5,67604.6,18074,11139.8,67113.5,10878,33511,4104,23.25,-0.0172861,6.1695
16651.5,70797.6,15414,8443.44,71033.3,7790,33517,95581.4,13.5,-0.0171997,6.17067
20795.5,66177.3,20594,8364.24,65553.6,8362,33523,8467.92,3,-0.0171132,6.17185
17155.2,74967.2,14997,10747.4,72011.5,9781,33529,157262,32.25,-0.0170268,6.17185
16062.1,64726.3,16263,4847.04,64893.9,4895,33535,17917.9,-16.5,-0.0169404,6.17303
13869.4,69715.3,13038,10141.9,69714.8,9534,33541,109464,9.75,-0.0168539,6.1742
12335.4,72108.7,11211,7270.56,71180.7,6694,33553,60149.5,28.5,-0.0166811,6.17538
22069.1,69688.8,20754,14606.6,66430.3,14410,33559,1470.24,41.25,-0.0165946,6.17655
7808.64,70150.4,7295,2936.16,69618,2764,33565,792.72,-15,-0.0165082,6.17773
14363.5,79003.6,11915,10513.4,73065.6,9430,33571,67001.8,61.5,-0.0164218,6.1789
19020.2,78185.1,15943,12541.7,74161.5,11083,33577,95871.6,22.5,-0.0163353,6.18008
13817.6,73371.4,12342,10016.6,71368.8,9198,33583,68179,34.5,-0.0162489,6.18125
16084.5,73039.9,14432,9781.92,72192.3,8880,33589,839.52,23.25,-0.0161625,6.18243
14240,73402,12714,9702.72,72275.2,8798,33595,168686,9.75,-0.0160761,6.18243
11733.1,71930.9,10690,8235.36,71070.9,7594,33601,735.12,30,-0.0159896,6.18361
11640.3,68806.7,11087,5647.68,71591.2,5170,33613,50032.8,18.75,-0.0158168,6.18478
15025.9,71466.6,13779,8664.48,71416.9,7951,33619,9213.12,2.25,-0.0157303,6.18596
13596.8,65395.6,13626,6266.88,65618.5,6259,33625,31622.4,36.75,-0.0156439,6.18713
18839,73111.6,16887,10623.6,72440.8,9611,33631,45742.3,44.25,-0.0155575,6.18831
22931.8,74274.1,20234,14571.4,75222.4,12695,33637,942.48,60.75,-0.015471,6.18831
15466.2,64355.3,15750,4366.8,64557.3,4433,33643,712.8,-2.25,-0.0153846,6.18948
17829.8,66244.8,17639,8606.88,65810.3,8571,33649,715.68,18.75,-0.0152982,6.19066
16912,65613.6,16892,6992.64,65579.5,6988,33661,7156.08,35.25,-0.0151253,6.19183
14393.6,72751.7,12966,8676,70949.6,8014,33667,26740.1,18.75,-0.0150389,6.19301
13145,64312.7,13395,4075.92,64474.9,4143,33673,38589.8,0,-0.0149525,6.19301
9637.76,71579.8,8824,5104.8,70047.8,4776,33679,74563.9,21.75,-0.014866,6.19419
26073,75520.1,22626,18374.4,71144.1,16926,33685,184571,18,-0.0147796,6.19419
9095.04,62544.9,9530,4520.88,64032.9,4627,33691,22255.2,20.25,-0.0146932,6.19536
13801.6,69400.9,13033,6642,70515.2,6173,33697,2420.64,6.75,-0.0146067,6.19536
11695.4,73840.8,10380,7243.92,71026,6684,33703,2065.68,29.25,-0.0145203,6.19536
10724.5,70234.8,10007,8234.64,69267.8,7791,33709,9199.44,35.25,-0.0144339,6.19654
11909.8,64039.9,12188,5333.76,65668.5,5323,33721,682.56,-3,-0.014261,6.19889
11477.8,69693.9,10793,6349.68,69622.3,5977,33733,29716.6,33,-0.0140882,6.20006
15812.5,64780.1,15997,5765.04,65627.5,5757,33739,39899.5,-26.25,-0.0140017,6.20124
8489.6,64231.6,8662,3929.76,67172.9,3834,33745,29545.2,9,-0.0139153,6.20241
16576.6,66133,16427,10054.8,68221.5,9659,33751,8835.12,22.5,-0.0138289,6.20241
16729,77645.1,14120,11440.1,72007,10412,33757,114769,28.5,-0.0137424,6.20359
20212.5,77596.2,17071,12790.1,78528.3,10674,33763,7241.04,14.25,-0.013656,6.20477
13888.6,65079.8,13986,4058.64,64780.1,4106,33769,24482.2,10.5,-0.0135696,6.20477
8256,68506.6,7898,5365.44,69286.6,5075,33775,50777.3,3,-0.0134831,6.20594
23621.1,79207.6,19544,12795.1,74709.6,11224,33781,227755,40.5,-0.0133967,6.20712
27151.4,80621.2,22071,18757.4,74997.7,16391,33787,1807.2,59.25,-0.0133103,6.20829
16485.1,66093.8,16346,6683.76,65270,6711,33793,393.12,18,-0.0132239,6.20829
11722.9,64495.5,11912,3207.6,63933.5,3288,33805,72812.9,17.25,-0.013051,6.20947
14972.8,76350.6,12852,11756.2,70335.2,10954,33811,120698,42.75,-0.0129646,6.21064
15748.5,76473.9,13496,8655.84,71697.3,7912,33817,44291.5,-6,-0.0128781,6.21182
20307.8,74459.8,17874,15759.4,72294.9,14286,33829,172920,21.75,-0.0127053,6.21417
14359.7,81726.1,11515,10189.4,75014.1,8902,33835,165814,55.5,-0.0126188,6.21417
16899.8,65663.6,16867,5830.56,64951.8,5883,33841,1056.24,26.25,-0.0125324,6.21535
23490.6,81204.6,18958,15462,75199.8,13475,33847,25890.5,53.25,-0.012446,6.21652
14720,76886.1,12547,10510.6,72760.1,9467,33853,26165.5,42.75,-0.0123596,6.2177
20135.7,76040.8,17354,12411.4,72786.7,11175,33859,214200,57,-0.0122731,6.2177
13168,71355.9,12094,7235.28,70529.7,6723,33865,156798,15,-0.0121867,6.21887
13666.6,76381.7,11726,7427.52,72360.6,6727,33871,127763,7.5,-0.0121003,6.22005
25775.4,78324,21567,18967.7,75419.6,16482,33877,1581.84,20.25,-0.0120138,6.22005
12437.1,75596.3,10782,7906.32,72468.3,7150,33883,6719.76,6.75,-0.0119274,6.22122
9905.92,72690,8931,5559.12,70237.6,5187,33889,147230,-12,-0.011841,6.2224
16007.7,73434.1,14286,8832.24,70952.4,8158,33895,32053.7,-10.5,-0.0117545,6.22358
21438.1,81513.5,17236,16858.8,75551,14624,33901,4061.52,-0.75,-0.0116681,6.22358
15581.4,66097.8,15449,5356.8,65533.6,5357,33907,784.8,8.25,-0.0115817,6.22475
20624,73653.5,18351,9887.04,73481.2,8818,33913,156448,18,-0.0114952,6.22593
19955.8,76854.1,17017,16056.7,71115.3,14797,33919,167786,33,-0.0114088,6.22593
16278.4,75367.1,14155,11427.1,71822,10427,33931,131537,12,-0.011236,6.22828
17680,72553.3,15970,8889.12,72692.5,8014,33943,11613.6,15,-0.0110631,6.23063
11068.8,71950.5,10082,5394.96,71369.4,4954,33949,160217,6,-0.0109767,6.2318
11620.5,68008.6,11198,9286.56,68336.4,8906,33955,48694.3,29.25,-0.0108902,6.2318
17615.4,73112.1,15790,12827.5,70372,11946,33961,19571.8,69.75,-0.0108038,6.23298
15253.8,74347.1,13446,8725.68,72661.5,7870,33967,168486,27.75,-0.0107174,6.23298
19321,69767.9,18149,12602.9,69729.2,11845,33973,16765.9,19.5,-0.0106309,6.23416
9560.96,67273.7,9314,4513.68,68505.9,4318,33979,106588,13.5,-0.0105445,6.23533
12744.3,78600.8,10626,7449.12,72581.9,6726,33991,200283,19.5,-0.0103717,6.23768
24674.6,82829.1,19523,15333.1,75063.2,13387,33997,5868,50.25,-0.0102852,6.23768
15658.9,69480.1,14770,6629.04,70184.3,6190,34003,91687,-3,-0.0101988,6.23886
11494.4,72390.6,10406,7585.2,71939.7,6910,34009,1464.48,18,-0.0101124,6.23886
15015,66015.4,14906,7119.36,65696.2,7102,34015,75357.4,29.25,-0.0100259,6.24003
18410.9,69136.8,17452,10984.3,68506.7,10508,34027,64085.8,36,-0.00985307,6.24121
23488,69104.8,22275,17854.6,70612.3,16571,34033,48134.9,22.5,-0.00976664,6.24238
13187.8,78045.7,11074,8598.96,74365.5,7578,34039,20139.8,47.25,-0.00968021,6.24356
13598.7,65520.2,13602,4192.56,64833.3,4238,34045,83736,5.25,-0.00959378,6.24356
11888,74754.6,10422,7353.36,71691.4,6722,34051,109914,23.25,-0.00950735,6.24474
12841,75958.6,11079,7262.64,71177.6,6687,34057,126645,26.25,-0.00942092,6.24591
15567.4,66132.3,15427,6180.48,66455.1,6095,34075,94523.8,9,-0.00916163,6.24826
12545.9,65478.2,12557,4924.08,65577,4921,34087,264.96,21,-0.00898876,6.24944
18620.8,72682.1,16790,9195.84,72348,8330,34099,143120,1.5,-0.0088159,6.25179
10711.7,73254.8,9583,6479.28,71510,5938,34117,112774,25.5,-0.00855661,6.25532
15610.9,65355.5,15654,6612.48,66242.1,6542,34123,46661.8,15.75,-0.00847018,6.25532
19117.4,74302,16862,10105.9,71879.9,9214,34129,81100.8,11.25,-0.00838375,6.25649
17374.1,73774,15434,11437.9,72586,10327,34135,9590.4,42,-0.00829732,6.25649
15667.8,70804.5,14502,7322.4,72086.7,6657,34141,117247,42.75,-0.00821089,6.25767
19034.9,79669.8,15658,12643.9,72821.2,11379,34153,156286,56.25,-0.00803803,6.26002
12744.3,75115.7,11119,8394.48,70648.6,7787,34159,52068.2,18,-0.0079516,6.26119
14862.1,66146.1,14725,4265.28,66349.3,4213,34165,82774.8,-2.25,-0.00786517,6.26237
14495.4,71132,13355,8939.52,72266,8107,34171,61423.9,13.5,-0.00777874,6.26355
13620.5,74108.1,12045,6284.88,72033.2,5718,34177,61213.7,-9,-0.00769231,6.26472
18398.1,72876.2,16545,11805.1,72372.3,10690,34183,211650,66,-0.00760588,6.2659
22118.4,81148.3,17863,13738.3,75539.4,11919,34195,1058.4,30,-0.00743302,6.26707
21028.5,78642,17524,15289.9,73918.6,13556,34201,128255,54,-0.00734659,6.26825
23304.3,77096,19810,13093.2,74087,11582,34207,89622,2.25,-0.00726016,6.26825
15852.8,77491.5,13407,11625.8,72576.8,10498,34219,93313.4,5.25,-0.00708729,6.2706
10364.2,72823.6,9327,6537.6,69350.6,6178,34225,75563.3,-13.5,-0.00700086,6.2706
11759.4,65772.9,11717,4771.44,67074.5,4662,34231,81782.6,-17.25,-0.00691443,6.27177
18751.4,74118.8,16580,10365.8,70646.4,9616,34237,8174.16,29.25,-0.006828,6.27295
19866.9,72777.9,17890,10058.4,71201.9,9258,34243,25589.5,30.75,-0.00674157,6.27413
18952.3,72338.9,17170,9296.64,72170.7,8442,34255,33333.8,23.25,-0.00656871,6.27648
8590.08,64745.2,8695,2923.92,63980.6,2995,34261,51972.5,19.5,-0.00648228,6.27648
12464.6,67920.7,12027,5497.92,68998.8,5222,34267,95698.1,29.25,-0.00639585,6.27648
6996.48,63950,7170,2459.52,63710.3,2530,34273,70663.7,19.5,-0.00630942,6.27765
24633.6,77199.1,20912,14830.6,72640.9,13380,34279,107046,14.25,-0.00622299,6.27883
17427.8,66165.6,17262,7539.12,64797.9,7625,34285,561.6,-27,-0.00613656,6.28
20914.6,78314.3,17502,10112.4,76333.4,8682,34297,182898,5.25,-0.0059637,6.28236
22768.6,69992.3,21319,11887.9,66367.4,11739,34303,644.4,18,-0.00587727,6.28236
19943.7,73652,17746,9875.52,71609,9038,34309,784.08,45.75,-0.00579084,6.28353
12634.9,73583.9,11253,8440.56,69790.6,7926,34315,127441,21,-0.00570441,6.28471
12323.8,68947.9,11714,7921.44,69608.4,7458,34321,98115.1,20.25,-0.00561798,6.28588
15125.8,64832,15290,4181.04,64336.4,4259,34327,121229,-6,-0.00553155,6.28588
18081.3,77151.8,15359,11492.6,75325.7,9999,34333,54276.5,36.75,-0.00544512,6.28706
9002.88,74619,7907,5769.36,71841.3,5263,34339,19856.2,9.75,-0.00535869,6.28706
20128.6,74532.5,17699,10971.4,71909.1,9999,34351,177124,26.25,-0.00518583,6.28941
14922.9,75467.7,12959,8689.68,71597.5,7954,34357,131777,33.75,-0.00509939,6.29058
9840,66052.9,9763,3894.48,67041.9,3807,34363,13718.2,-12.75,-0.00501296,6.29058
12057.6,64840.1,12187,3623.76,63329.8,3750,34375,39988.1,23.25,-0.0048401,6.29294
14414.1,70701.4,13361,8912.88,69364,8421,34381,113035,38.25,-0.00475367,6.29411
17124.5,76516.7,14667,11767,69311.5,11126,34387,44863.9,18,-0.00466724,6.29411
13479.7,72356.8,12209,8795.52,69937.3,8242,34399,116539,39.75,-0.00449438,6.29646
12057.6,66148.2,11946,3834,64245.7,3911,34405,22422.2,8.25,-0.00440795,6.29764
10049.3,69655.2,9455,5908.32,68146.4,5682,34411,41271.8,30,-0.00432152,6.29881
18989.4,76579.4,16251,11738.2,71827.5,10710,34417,799.92,27,-0.00423509,6.29881
13258.2,75254.8,11546,9937.44,70126,9287,34423,98002.1,-9.75,-0.00414866,6.29999
15578.9,71687.8,14242,10680.5,69481.4,10074,34429,40492.8,27,-0.00406223,6.30116
19609.6,72721.5,17672,9120.24,71744.6,8331,34435,3569.76,35.25,-0.0039758,6.30234
23520,79339.4,19428,16180.6,73131.7,14500,34441,998.64,39,-0.00388937,6.30234
11100.2,66531.9,10934,5385.6,64524.8,5470,34447,7576.56,38.25,-0.00380294,6.30352
19412.5,77649.9,16384,14765.8,71553.5,13524,34453,132644,27,-0.00371651,6.30352
23137.3,71022.2,21350,11692.8,70425.5,10881,34459,53346.2,23.25,-0.00363008,6.30469
11637.8,65942.6,11566,4106.88,64482.2,4174,34465,108510,-8.25,-0.00354365,6.30587
10515.8,64516.6,10682,3645.36,64238.3,3719,34477,85.68,27,-0.00337079,6.30822
19157.8,68435.8,18346,7895.52,68165,7591,34483,101886,7.5,-0.00328436,6.30822
21469.4,68189.5,20634,12857.8,66818.4,12611,34489,14629,-23.25,-0.00319793,6.30939
11786.9,73934.2,10448,5744.16,70024.1,5376,34495,117652,-13.5,-0.0031115,6.31057
12862.7,76585,11007,9702,73303,8674,34501,1324.8,23.25,-0.00302506,6.31175
18501.1,68317,17748,10230.5,67369.9,9952,34519,81910.1,-9,-0.00276577,6.3141
14900.5,71913.8,13579,7463.52,70449.3,6943,34525,21514.3,35.25,-0.00267934,6.31527
6947.84,64513.1,7058,2707.2,63500,2794,34531,46795.7,-0.75,-0.00259291,6.31645
12135.7,64860.9,12262,4133.52,64529.4,4198,34537,38421.4,0,-0.00250648,6.31762
13988.5,75720.6,12107,9770.4,69849.8,9167,34543,61017.8,13.5,-0.00242005,6.3188
20612.5,72203.7,18709,11063.5,70033.7,10353,34549,1350.72,30,-0.00233362,6.3188
13911.7,69416.5,13134,8165.52,69906.7,7655,34555,18617,28.5,-0.00224719,6.31997
16186.2,71222.1,14894,6960.96,71202.4,6407,34561,162040,6,-0.00216076,6.32115
14364.2,74018.7,12718,7283.52,71607.1,6666,34573,94796.6,7.5,-0.0019879,6.3235
22636.8,72377.7,20497,17964,70878.3,16610,34579,2085.84,60.75,-0.00190147,6.32468
9398.4,69338.5,8883,5192.64,70617.3,4819,34585,42036.5,17.25,-0.00181504,6.32468
9045.76,65159.7,9098,5847.12,67619,5667,34591,56062.8,10.5,-0.00172861,6.32585
16451.8,74122.6,14546,9565.2,71740.1,8738,34597,33634.1,1.5,-0.00164218,6.3282
8968.32,74370.2,7903,5816.16,70665.2,5394,34603,140553,-3,-0.00155575,6.32938
12935,72609.1,11675,9426.96,69028.5,8950,34609,880.56,-28.5,-0.00146932,6.32938
13617.3,65759.5,13571,4014,65259.6,4031,34615,89991.4,12,-0.00138289,6.33055
25319,73307.2,22635,15289.9,71112.1,14091,34621,83502.7,45.75,-0.00129646,6.33173
11200.6,65057.6,11283,3931.92,64760.6,3979,34627,96825.6,15,-0.00121003,6.33291
13941.1,71439.9,12789,7327.44,70733.7,6789,34633,124353,21,-0.0011236,6.33408
18785.9,66212.4,18594,8896.32,65172.1,8946,34639,992.88,18.75,-0.00103717,6.33408
23827.2,74671.9,20912,13679.3,71995.3,12452,34645,110589,41.25,-0.000950735,6.33526
21547.5,69351.6,20362,10138.3,66716,9959,34651,21338.6,31.5,-0.000864304,6.33643
13451.5,65324.8,13495,3624.48,64008.1,3711,34657,28900.1,52.5,-0.000777874,6.33643
9737.6,64578.4,9882,4142.88,66173,4103,34663,93021.8,9.75,-0.000691443,6.33761
14962.6,75580.9,12974,7699.68,72138.1,6995,34669,42871.7,13.5,-0.000605013,6.33878
20880.6,77496.5,17658,10730.2,71998.8,9767,34675,69170.4,-5.25,-0.000518583,6.33878
21015.7,67576.8,20381,8884.08,65855.3,8841,34681,29805.8,15,-0.000432152,6.33996
11015,72217.1,9996,6017.76,71085.1,5548,34687,21469.7,-10.5,-0.000345722,6.33996
12278.4,65082.3,12364,4538.88,65519.8,4540,34693,71805.6,12.75,-0.000259291,6.34231
17207,72664.5,15519,10471,71229.5,9634,34699,1438.56,36.75,-0.000172861,6.34349
11577,64952.3,11681,3877.2,65270,3893,34711,67227.8,-22.5,0,6.34466
7632,63911.4,7826,2869.92,64633.4,2910,34717,5590.8,5.25,8.64304e-05,6.34466
13709.4,65648.2,13686,5107.68,65712,5094,34723,94693.7,9.75,0.000172861,6.34584
18703.4,67186.1,18244,12264.5,68986.8,11651,34735,55396.1,36.75,0.000345722,6.34819
22107.5,67912.2,21334,9938.88,66235,9834,34741,11011.7,7.5,0.000432152,6.34819
11318.4,66484.1,11157,5052.96,69148.2,4789,34747,81405.4,39,0.000518583,6.34936
13599.4,70987.5,12555,7269.12,70471.8,6760,34753,810.72,-10.5,0.000605013,6.35054
15753,70832.7,14575,8361.36,67194.4,8155,34759,3850.56,101.25,0.000691443,6.35054
11636.5,63624.9,11986,3687.12,64299.9,3758,34765,37866.2,30,0.000777874,6.35172
14601,78834.1,12138,11938.3,73484.5,10647,34771,20925.4,21.75,0.000864304,6.35289
6586.24,64050.4,6739,2599.92,64565.5,2639,34777,33908.4,32.25,0.000950735,6.35407
19742.1,73763.8,17540,10699.9,72651.3,9652,34783,83688.5,27.75,0.00103717,6.35407
18051.2,70058.2,16886,8955.36,70967.2,8270,34789,8714.16,12.75,0.0011236,6.35524
10447.4,64434.2,10626,4919.76,64150.7,5026,34795,303.12,-25.5,0.00121003,6.35524
14445.4,73104,12950,8069.76,70835.8,7466,34813,936.72,-5.25,0.00146932,6.35759
9113.6,72073,8287,5075.28,70919.7,4690,34819,183475,-8.25,0.00155575,6.35994
